CustomerID,CompanyName,ContactName,City,Country
AETTO,Kleine Provisions AG,Wendy Keller,Warsaw,Poland
DHPOC,Nord Pantry SARL,Sofia Bein,Zurich,Switzerland
JLSTF,Rote Emporium AB,Anne Bein,Barcelona,Spain
FFWPN,Blaue Kontor S.p.A.,Petra Rossi,Munich,Germany
ONHNY,Weite Feinkost Ltd.,Katrin Bein,Bergen,Norway
HHIHO,Alte Handels BV,Niels Winkler,Stockholm,Sweden
YNEYD,Bunte Pantry & Co.,Lena Bein,Rome,Italy
LIQGM,Beste Vorratshaus AG,Yoshi Burke,Zurich,Switzerland
HRVCS,Nord Delikatessen SARL,Katrin Nolot,Munich,Germany
SNILW,Hohe Kontor BV,Giovanni Crespi,Oslo,Norway
WTLDY,Goldene Feinkost SARL,Anne Crespi,Nantes,France
FBKWN,Freie Taverna OY,Beate del Valle,Lisbon,Portugal
MFRYM,Alte Kontor Ltd.,Jean Crespi,Amsterdam,Netherlands
CJCKO,Grosse Handels AB,Giovanni Devling,Bergen,Norway
XCESB,Erste Import GmbH,Emma Nolot,Warsaw,Poland
WUUTP,Neue Kontor GmbH,Jean Petersen,Berlin,Germany
NYQCX,Kleine Emporium BV,Pavel Vileid,Hamburg,Germany
TFKVI,Grosse Bistro S.p.A.,Chandra Amsel,Milan,Italy
PTHBC,Stille Bistro S.p.A.,Lars Weber,Turin,Italy
VDSCL,Sued Taverna Ltd.,Beate Murphy,Madrid,Spain
RLYXT,Runde Delikatessen BV,Robb Goulet,Berlin,Germany
VNGES,Kleine Emporium SARL,Lars Mendoza,Hamburg,Germany
HRLRL,Erste Markt S.p.A.,Charlotte Goulet,Warsaw,Poland
UEXKA,Tiefe Trading & Co.,Marco Nagase,Amsterdam,Netherlands
FYJFI,Feine Pantry AG,Chantal Devling,Copenhagen,Denmark
PFSWD,Blaue Larder S.p.A.,Pavel Heikkonen,Warsaw,Poland
ZBORO,Rote Genuss S.p.A.,Guylene Winkler,Turin,Italy
MWHVX,Grosse Emporium AG,Martin Cooper,Turin,Italy
PZXCK,Kleine Import BV,Mayumi Mendoza,London,UK
UNGFG,Frische Trading OY,Mayumi Mendoza,Warsaw,Poland
UBETI,Alte Vorratshaus AG,Cheryl Keller,Madrid,Spain
XOJBG,Ost Kontor BV,Wendy Weber,Graz,Austria
OHXYC,West Handels S.p.A.,Cheryl Ohno,Manchester,UK
FOSTR,Neue Provisions BV,Emma Luchini,Lisbon,Portugal
VLMTI,Rote Vorratshaus Ltd.,Emma Bertrand,Berlin,Germany
BYOJH,Beste Cantina KG,Petra Petersen,Graz,Austria
FARSL,Stille Kontor GmbH,Martin Rossi,Nantes,France
HEUTX,Stille Cantina KG,Marco Petersen,Munich,Germany
UUHFK,Rote Cantina Ltd.,Charlotte Nagase,Brussels,Belgium
JACND,Goldene Taverna GmbH,Eliane Amsel,Stockholm,Sweden
UMJKQ,West Provisions & Co.,Marie Keller,London,UK
VQFXE,Alpen Markt BV,Michael Merchant,Innsbruck,Austria
VQYET,Nord Provisions OY,Elio Peterson,Nantes,France
FPYBS,Grosse Delikatessen BV,Regina Brandt,Graz,Austria
PZFXA,West Larder BV,Michael Heikkonen,Prague,Czechia
UICCC,Stille Vorratshaus & Co.,Petra Rossi,Graz,Austria
UWPCY,Sued Pantry AG,Carlos Devling,Hamburg,Germany
HQOTI,Erste Feinkost Ltd.,Yoshi Cooper,Cologne,Germany
QNVBE,Klare Speisekammer GmbH,Charlotte Nagase,Munich,Germany
ZCUXQ,Sued Taverna S.p.A.,Peter Ohno,Copenhagen,Denmark
TWKDN,Nord Taverna AG,Antonio Weber,Oslo,Norway
XEYPU,Runde Trading AG,Shelley Nodier,Dublin,Ireland
HKBHD,Grosse Bistro AG,Cheryl Keller,Manchester,UK
UMMFB,Grosse Emporium OY,Petra Burke,Brussels,Belgium
IZSFD,Alte Emporium OY,Marco Schulz,Amsterdam,Netherlands
GNIEK,Ost Gourmet SARL,Beate Petersen,Bergen,Norway
LAOWV,Feine Vorratshaus SARL,Jonas Rossi,Cologne,Germany
MAPNH,Blaue Speisekammer S.p.A.,Chantal Heikkonen,Berlin,Germany
AIPEN,Runde Gourmet AG,Carlos Diaz,Lisbon,Portugal
DUUCI,Alte Genuss Ltd.,Ian Saveley,Manchester,UK
QWDTO,Hohe Vorratshaus AB,Ian Rossi,Warsaw,Poland
WZCBS,Nord Markt AG,Jean Winkler,Cologne,Germany
IFZDI,Alte Import KG,Eliane Merchant,Helsinki,Finland
IKVAZ,Erste Markt BV,Wendy Merchant,Vienna,Austria
DPPDH,Erste Gourmet BV,Wendy Keller,Prague,Czechia
UCZFS,Weite Kontor S.p.A.,Ian Saveley,Bern,Switzerland
DXXWR,Erste Cantina OY,Chantal Saveley,Milan,Italy
VNIRX,Ost Delikatessen AG,Yoshi Goulet,Paris,France
VCKGN,Kleine Genuss BV,Yoshi Mendoza,Amsterdam,Netherlands
OTRES,Bunte Pantry KG,Lars Burke,Bergen,Norway
EVWOV,Beste Vorratshaus & Co.,Anne Keller,Madrid,Spain
WEARC,Nord Speisekammer S.p.A.,Mayumi Murphy,Madrid,Spain
JATCM,Bunte Genuss Ltd.,Lars Bertrand,Paris,France
WXXQM,Feine Pantry Ltd.,Wendy Bertrand,Helsinki,Finland
NORDW,Nordwind Feinkost GmbH,Lena Brandt,Hamburg,Germany
SYIFR,Freie Larder SARL,Carlos Petersen,Barcelona,Spain
FBOHJ,Bunte Delikatessen GmbH,Guylene Saveley,Oslo,Norway
HJQHH,Tiefe Emporium Ltd.,Yoshi Wilson,Barcelona,Spain
UKNDZ,Nord Feinkost KG,Lars Keller,London,UK
WRNCK,Hohe Pantry BV,Mayumi Keller,Amsterdam,Netherlands
MESSA,Kleine Genuss BV,Lena Rossi,Barcelona,Spain
BLCJY,Tiefe Import & Co.,Cheryl Mendoza,Innsbruck,Austria
XNPBH,Neue Delikatessen GmbH,Elio Petersen,Dublin,Ireland
TGWUG,Alpen Kontor BV,Giovanni Keller,Madrid,Spain
BXKJC,Rote Emporium BV,Michael del Valle,Zurich,Switzerland
PPYYJ,Goldene Kontor SARL,Dirk Bein,Prague,Czechia
VMQDP,Weite Emporium Ltd.,Peter Rossi,Oslo,Norway
UULPP,West Pantry & Co.,Lars Crespi,Lisbon,Portugal
GTSTS,Kleine Bistro & Co.,Anne Goulet,Vienna,Austria
GNPUD,Ost Handels AG,Sofia Bein,Lyon,France
TRPNK,Weite Vorratshaus AB,Jean Crespi,Copenhagen,Denmark
VCJCT,Neue Import KG,Charlotte Nolot,Lyon,France
NJZSF,Weite Provisions OY,Beate Keller,Oslo,Norway
XAJEP,Erste Delikatessen OY,Regina Schulz,Madrid,Spain
KOVEX,Rote Markt BV,Chandra Goulet,London,UK
XAYKA,Bunte Markt AB,Sofia Mendoza,Helsinki,Finland
TINQC,Erste Feinkost & Co.,Elio Damodaran,Bergen,Norway
HIQZM,Alte Cantina AB,Lars Weber,Oslo,Norway
EVGNF,Tiefe Taverna Ltd.,Michael Amsel,Barcelona,Spain
NIPOH,Kleine Pantry KG,Sven Goulet,Dublin,Ireland
TYREQ,Ost Markt OY,Giovanni Cooper,Nantes,France
VMCHE,West Taverna & Co.,Lars Cooper,Vienna,Austria
MFEQX,Alpen Provisions & Co.,Ian Keller,Turin,Italy
KZEXV,Freie Bistro SARL,Niels Brandt,Hamburg,Germany
YIPUC,Feine Trading OY,Sven Peterson,Helsinki,Finland
JZYVP,Rote Cantina S.p.A.,Charlotte Heikkonen,Barcelona,Spain
EQDPG,Rote Taverna Ltd.,Ian Vileid,Munich,Germany
IGXDM,Alpen Trading SARL,Chandra Saveley,Vienna,Austria
IFWOL,Ost Feinkost & Co.,Jean Goulet,Graz,Austria
OCIGO,Weite Larder GmbH,Petra Diaz,Lisbon,Portugal
BZODS,Goldene Speisekammer OY,Lena Winkler,Lyon,France
AVOZW,Freie Feinkost SARL,Martin Petersen,Hamburg,Germany
RUAAC,Alte Bistro KG,Emma Brandt,Milan,Italy
OJSMW,Erste Taverna & Co.,Sofia Nolot,Prague,Czechia
CWBNN,Kleine Handels S.p.A.,Beate Damodaran,Dublin,Ireland
KHFBT,Nord Import S.p.A.,Yoshi Keller,Copenhagen,Denmark
FQMAC,Kleine Import KG,Petra Bein,Berlin,Germany
EXDUR,Grosse Cantina BV,Martin Mendoza,Zurich,Switzerland
OEFSH,Alte Handels OY,Martin Petersen,Copenhagen,Denmark
PIZRY,Weite Vorratshaus SARL,Noah Nagase,London,UK
CCATV,Rote Handels OY,Charlotte Bein,Graz,Austria
KSQWL,Tiefe Delikatessen OY,Chandra Goulet,Innsbruck,Austria
LAUSR,Goldene Delikatessen AB,Chandra Bein,Milan,Italy
TQJZF,Goldene Pantry AB,Noah Amsel,Nantes,France
SDWDL,Alte Genuss Ltd.,Martin Burke,Copenhagen,Denmark
XYXKK,Weite Larder & Co.,Emma Keller,Milan,Italy
YKTFL,Hohe Speisekammer OY,Sofia Nolot,Amsterdam,Netherlands
UBVCF,Hohe Trading SARL,Jonas Heikkonen,Lyon,France
ZHCHA,Neue Handels AG,Lars Devling,Warsaw,Poland
DTXFD,West Taverna Ltd.,Yoshi Amsel,Vienna,Austria
JSVBF,Klare Genuss Ltd.,Sven Mendoza,Berlin,Germany
XVVOE,Alte Vorratshaus OY,Sven Weber,Bern,Switzerland
TIMXN,Sued Emporium AG,Jean del Valle,Graz,Austria
OYDFR,Goldene Feinkost OY,Beate Bein,Berlin,Germany
EFSKY,Blaue Markt OY,Charlotte Heikkonen,Turin,Italy
DLRTP,Goldene Import & Co.,Noah Petersen,Berlin,Germany
HEYVH,Feine Bistro GmbH,Lars Winkler,London,UK
DMXPG,Neue Kontor S.p.A.,Elio Fresnel,Cologne,Germany
OCEZN,Tiefe Import AB,Niels Devling,Brussels,Belgium
BVZVR,Freie Pantry KG,Marco Nagase,Milan,Italy
CQQZQ,Ost Handels BV,Peter Cooper,Warsaw,Poland
GNHTE,Neue Delikatessen KG,Guylene Amsel,Copenhagen,Denmark
XKGPQ,Neue Vorratshaus OY,Marie Ohno,Zurich,Switzerland
YPSXH,Rote Cantina AG,Regina Mendoza,Lyon,France
YZWSE,Blaue Speisekammer S.p.A.,Eliane Mendoza,Oslo,Norway
CXLTI,Beste Trading GmbH,Katrin Bein,Manchester,UK
QLQYD,Freie Bistro AB,Guylene Ohno,Nantes,France
AUOZY,Ost Delikatessen GmbH,Martin Amsel,Graz,Austria
KBVMT,Alte Taverna & Co.,Charlotte Devling,Innsbruck,Austria
HDCLB,Grosse Provisions AB,Antonio Schulz,Lisbon,Portugal
MRYPK,Alpen Feinkost OY,Antonio Wilson,Warsaw,Poland
LBRSM,Blaue Larder Ltd.,Dirk Damodaran,Lisbon,Portugal
BYKUR,Feine Delikatessen KG,Dirk Damodaran,Zurich,Switzerland
PPHKH,Alpen Bistro S.p.A.,Pavel Diaz,Rome,Italy
ITEZM,Erste Handels Ltd.,Emma Peterson,Munich,Germany
VFGWL,Grosse Cantina AB,Chandra Rossi,Stockholm,Sweden
ADIHF,Frische Pantry Ltd.,Anne Saveley,Nantes,France
PMBZQ,Beste Handels Ltd.,Beate Bein,Prague,Czechia
BADXC,Alte Genuss KG,Marie Winkler,Helsinki,Finland
ZUJSC,Beste Trading KG,Jonas Peterson,Prague,Czechia
TMCVR,Feine Pantry S.p.A.,Michael Bein,Manchester,UK
IHABP,Nord Gourmet SARL,Niels Wilson,Warsaw,Poland
QPKXB,Blaue Vorratshaus AB,Lars Nodier,Barcelona,Spain
DRENK,Tiefe Feinkost Ltd.,Jean Luchini,Bern,Switzerland
VPIEQ,Tiefe Provisions AB,Shelley Crespi,Madrid,Spain
PVVWU,Grosse Feinkost AG,Petra Peterson,Dublin,Ireland
SSNII,Grosse Trading AB,Pavel Peterson,Manchester,UK
HMIYN,Tiefe Larder OY,Guylene Bein,Madrid,Spain
QLOAF,Alte Bistro OY,Wendy Diaz,Lisbon,Portugal
JBTCU,Frische Trading Ltd.,Petra Rossi,Madrid,Spain
OKKLZ,Grosse Trading KG,Noah Cooper,Warsaw,Poland
GEGBA,Tiefe Pantry & Co.,Ian Merchant,Bergen,Norway
LUETE,Frische Handels BV,Lars Burke,Lisbon,Portugal
GDBWT,Runde Provisions OY,Jonas Nodier,Oslo,Norway
HAKSL,Kleine Vorratshaus SARL,Peter Brandt,Rome,Italy
DGAPJ,Freie Import KG,Eliane Damodaran,Brussels,Belgium
ALPBI,Alpenbistro Handels AG,Marco Keller,Innsbruck,Austria
BPHZB,Beste Bistro & Co.,Katrin Vileid,Zurich,Switzerland
DHPSL,Tiefe Speisekammer S.p.A.,Charlotte Weber,Berlin,Germany
RIRKP,Klare Markt BV,Antonio Bertrand,Barcelona,Spain
JPTAC,Rote Kontor KG,Lars Luchini,Nantes,France
LORXC,Tiefe Genuss SARL,Pavel Bein,Munich,Germany
STHNM,Rote Speisekammer Ltd.,Niels Ohno,Innsbruck,Austria
JRORI,Rote Kontor S.p.A.,Antonio Peterson,Innsbruck,Austria
KBMTE,Feine Speisekammer SARL,Jonas Fresnel,Madrid,Spain
TNZHZ,Neue Emporium SARL,Emma Saveley,Oslo,Norway
JJYVA,West Emporium & Co.,Shelley Merchant,Munich,Germany
IJUCG,West Handels SARL,Marco Burke,Innsbruck,Austria
DRAFP,Hohe Cantina & Co.,Robb Diaz,Stockholm,Sweden
YQXOS,Tiefe Genuss Ltd.,Yoshi Heikkonen,Manchester,UK
MWWDZ,West Import & Co.,Michael Bein,Bern,Switzerland
QOUIP,Nord Larder BV,Jean Goulet,Brussels,Belgium
IVWPL,Frische Delikatessen Ltd.,Sven Schulz,Dublin,Ireland
OICLF,Erste Bistro GmbH,Anne Fresnel,London,UK
GFHTI,Rote Trading & Co.,Marco Luchini,Dublin,Ireland
OJNYR,Tiefe Markt AB,Sven Burke,Warsaw,Poland
JSFJC,Beste Vorratshaus AB,Emma Fresnel,Nantes,France
LFDMZ,Klare Kontor Ltd.,Martin Cooper,London,UK
XTQGR,Alpen Cantina AG,Martin Damodaran,London,UK
SGUFK,Freie Handels & Co.,Katrin Luchini,Prague,Czechia
DRIAD,Klare Markt AG,Beate Goulet,Copenhagen,Denmark
NCNWO,Nord Delikatessen AB,Elio Rossi,Bergen,Norway
NVIFK,Stille Kontor AB,Pavel Fresnel,Cologne,Germany
FNSTZ,Neue Feinkost S.p.A.,Marie Diaz,Innsbruck,Austria
XTJGY,Klare Genuss GmbH,Mayumi Keller,Dublin,Ireland
MXCOO,Neue Handels AB,Wendy Nodier,Warsaw,Poland
